"TimeStep","Time","Exx","Exy","Eyy","Sxx","Sxy","Syy","displacements:0","displacements:1","displacements:2","material_id","subdomain","velocities:0","velocities:1","velocities:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
77,0.077,-0.012432,0.014218,-0.0017596,-966.76,38.169,-938.11,-0.011378,0.024716,0,2,7,4.0859,-5.6224,0,,0.10507,0.83375,0.865,0
77,0.077,-0.031575,0.0035485,0.023726,-600.94,9.5263,-452.48,-0.011231,0.025443,0,2,7,2.9804,-5.4648,0,,0.1576,0.83562,0.9175,0
77,0.077,-0.012231,0.013637,0.003296,-620.48,36.609,-578.8,-0.0092864,0.026226,0,2,7,0.41627,-4.8925,0,,0.21013,0.8375,0.97,0
78,0.078,-0.038798,-0.001817,0.022095,-1202.8,-4.8779,-1039.3,-0.011071,0.018809,0,2,7,-0.68883,-1.5301,0,,0,0.83,0.76,0
78,0.078,-0.039532,0.0024935,0.026758,-946.24,6.694,-768.28,-0.010847,0.019832,0,2,7,1.2787,-4.2413,0,,0.052533,0.83187,0.8125,0
78,0.078,-0.038425,0.01542,0.025602,-946.59,41.395,-774.7,-0.0096837,0.021309,0,2,7,0.1269,-4.0267,0,,0.10507,0.83375,0.865,0
78,0.078,-0.022832,0.031743,0.016405,-483.97,85.216,-378.64,-0.0090245,0.022525,0,2,7,2.626,-3.3817,0,,0.1576,0.83562,0.9175,0
78,0.078,0.0043801,0.0012422,-0.015735,-735.09,3.3349,-789.09,-0.0075926,0.022228,0,2,7,2.5413,-3.4104,0,,0.21013,0.8375,0.97,0
79,0.079,-0.035788,-0.0050659,0.022668,-959.01,-13.6,-802.08,-0.0098392,0.01605,0,2,7,0.62576,-1.47,0,,0,0.83,0.76,0
79,0.079,-0.047114,-0.0022622,0.034993,-923.69,-6.073,-703.26,-0.0093637,0.017762,0,2,7,-0.044738,-0.46143,0,,0.052533,0.83187,0.8125,0
79,0.079,-0.021719,0.010124,0.0067044,-1045.9,27.178,-969.57,-0.008742,0.019062,0,2,7,0.36509,-2.3232,0,,0.10507,0.83375,0.865,0
79,0.079,-0.022291,0.016549,0.015332,-517.51,44.428,-416.51,-0.0071157,0.01954,0,2,7,1.6198,-2.4861,0,,0.1576,0.83562,0.9175,0
79,0.079,-0.018567,0.033854,0.0090265,-677.34,90.882,-603.26,-0.006208,0.020096,0,2,7,0.51102,-2.6511,0,,0.21013,0.8375,0.97,0
80,0.08,-0.035945,0.020358,0.022627,-972.45,54.651,-815.21,-0.0077974,0.014867,0,2,7,1.9286,-3.1077,0,,0,0.83,0.76,0
80,0.08,-0.020242,-0.00093117,0.0073743,-900.66,-2.4998,-826.52,-0.0077041,0.015597,0,2,7,0.29972,-4.4777,0,,0.052533,0.83187,0.8125,0
80,0.08,-0.047666,0.017504,0.0354,-934.77,46.99,-711.78,-0.0079869,0.016862,0,2,7,-0.49363,-4.0427,0,,0.10507,0.83375,0.865,0
80,0.08,-0.034679,0.010633,0.022103,-920.23,28.545,-767.8,-0.0078383,0.018328,0,2,7,1.417,-1.0979,0,,0.1576,0.83562,0.9175,0
80,0.08,-0.013969,0.0061212,0.0065116,-527.98,16.433,-473,-0.0058069,0.019091,0,2,7,-0.85412,-0.2961,0,,0.21013,0.8375,0.97,0
81,0.081,-0.020997,0.0042497,0.012405,-621.48,11.409,-531.81,-0.0059034,0.013079,0,2,7,-0.29492,0.32639,0,,0,0.83,0.76,0
81,0.081,-0.010141,0.0098866,-0.0016641,-803.65,26.541,-780.9,-0.0062715,0.013211,0,2,7,-1.9757,-0.29542,0,,0.052533,0.83187,0.8125,0
81,0.081,-0.042996,-0.0056839,0.030576,-932.28,-15.259,-734.77,-0.0073551,0.014455,0,2,7,-0.0049002,-2.8185,0,,0.10507,0.83375,0.865,0
81,0.081,-0.046939,-0.0057422,0.039066,-643.81,-15.415,-412.92,-0.0077779,0.015882,0,2,7,1.5872,-1.7901,0,,0.1576,0.83562,0.9175,0
81,0.081,-0.018994,0.0053541,0.012352,-487.89,14.373,-403.73,-0.0070936,0.01799,0,2,7,-3.6739,-3.8171,0,,0.21013,0.8375,0.97,0
82,0.082,-0.019022,-0.0003619,0.011837,-523.63,-0.97154,-440.78,-0.0039778,0.012798,0,2,7,-0.25239,1.4118,0,,0,0.83,0.76,0
82,0.082,-0.023712,0.0023766,0.012526,-799.38,6.3802,-702.09,-0.0050661,0.013971,0,2,7,-3.1416,1.2449,0,,0.052533,0.83187,0.8125,0
82,0.082,-0.030738,0.032742,0.021509,-689.51,87.898,-549.25,-0.0054747,0.014737,0,2,7,-1.8101,0.74288,0,,0.10507,0.83375,0.865,0
82,0.082,-0.015012,0.0045926,-0.0010172,-1094.5,12.329,-1057,-0.0060668,0.01514,0,2,7,0.60052,0.74304,0,,0.1576,0.83562,0.9175,0
82,0.082,-0.014303,0.0021975,0.010428,-293.26,5.8994,-226.87,-0.0067952,0.015588,0,2,7,-1.3248,-2.0078,0,,0.21013,0.8375,0.97,0
83,0.083,-0.014755,-0.0073072,0.0087285,-435.96,-19.617,-372.92,-0.0029668,0.013169,0,2,7,-0.97466,-1.2253,0,,0,0.83,0.76,0
83,0.083,-0.0092089,0.0025437,0.0052354,-286.07,6.8286,-247.29,-0.0038564,0.013518,0,2,7,-0.59067,-0.79482,0,,0.052533,0.83187,0.8125,0
83,0.083,-0.024639,-0.00045568,0.025016,-41.334,-1.2233,91.966,-0.0042872,0.014188,0,2,7,-1.7294,0.18596,0,,0.10507,0.83375,0.865,0
83,0.083,-0.0045867,0.01396,-0.00041226,-341.1,37.476,-329.9,-0.0044815,0.014955,0,2,7,-0.040868,-0.047454,0,,0.1576,0.83562,0.9175,0
83,0.083,0.01298,0.012673,-0.010006,230.47,34.021,168.76,-0.0046547,0.014705,0,2,7,1.2012,-1.1738,0,,0.21013,0.8375,0.97,0
84,0.084,-0.0022348,0.02784,0.00081485,-99.395,74.738,-91.208,-0.0029771,0.014026,0,2,7,-1.3112,0.82407,0,,0,0.83,0.76,0
84,0.084,-0.0046504,0.014615,0.0026373,-144.88,39.235,-125.32,-0.0034602,0.014174,0,2,7,-1.1306,0.43665,0,,0.052533,0.83187,0.8125,0
84,0.084,-0.010367,-0.0025952,0.011182,25.765,-6.9671,83.613,-0.0041211,0.014615,0,2,7,-2.2063,1.7912,0,,0.10507,0.83375,0.865,0
84,0.084,0.00084972,0.0072377,-0.0082893,-487.03,19.43,-511.57,-0.0046069,0.014756,0,2,7,0.49372,0.62502,0,,0.1576,0.83562,0.9175,0
84,0.084,-0.0021331,0.0050073,0.012213,657.23,13.442,695.74,-0.0032828,0.014886,0,2,7,-0.80744,0.75751,0,,0.21013,0.8375,0.97,0
85,0.085,-0.010642,0.00061949,0.0088585,-145.9,1.6631,-93.551,-0.0028244,0.013368,0,2,7,-1.4738,1.8806,0,,0,0.83,0.76,0
85,0.085,-0.013161,-0.0020311,0.020229,429.6,-5.4525,519.24,-0.0034487,0.014275,0,2,7,-3.4098,0.071328,0,,0.052533,0.83187,0.8125,0
85,0.085,-0.012343,0.0077091,0.015666,185.37,20.696,260.56,-0.0046535,0.015284,0,2,7,-3.7269,1.8194,0,,0.10507,0.83375,0.865,0
85,0.085,-0.0040734,0.00025555,0.0026883,-102.04,0.68605,-83.886,-0.0039689,0.016019,0,2,7,-2.458,0.52562,0,,0.1576,0.83562,0.9175,0
85,0.085,0.021104,0.0085521,-0.011207,707.58,22.959,620.84,-0.003709,0.015546,0,2,7,-1.5946,1.3455,0,,0.21013,0.8375,0.97,0
86,0.086,-0.00065284,-0.013108,0.0039367,214.23,-35.188,226.55,-0.0029772,0.014797,0,2,7,-2.3938,-0.80067,0,,0,0.83,0.76,0
86,0.086,-0.014723,-0.0014057,0.01812,183.89,-3.7737,272.06,-0.0044909,0.015367,0,2,7,-1.4482,2.7858,0,,0.052533,0.83187,0.8125,0
86,0.086,0.005036,-0.017496,-0.002225,198.4,-46.97,178.91,-0.0041218,0.01576,0,2,7,-0.73803,3.0933,0,,0.10507,0.83375,0.865,0
86,0.086,-0.019922,0.014883,0.023226,163.87,39.953,279.7,-0.0045989,0.016537,0,2,7,-1.0507,2.0801,0,,0.1576,0.83562,0.9175,0
86,0.086,-0.0051167,0.015289,0.015592,675.25,41.044,730.84,-0.0042484,0.017564,0,2,7,-0.50844,2.2979,0,,0.21013,0.8375,0.97,0
87,0.087,-0.011788,0.012637,0.0088023,-228,33.926,-172.72,-0.0047653,0.016948,0,2,7,-0.71606,0.55265,0,,0,0.83,0.76,0
87,0.087,-0.0074112,-0.0050763,0.011018,217.33,-13.628,266.81,-0.0044976,0.017419,0,2,7,0.74713,2.0973,0,,0.052533,0.83187,0.8125,0
87,0.087,-0.016768,0.0033341,0.020812,220.94,8.9506,321.83,-0.0054879,0.018567,0,2,7,-1.2105,3.1043,0,,0.10507,0.83375,0.865,0
87,0.087,-0.025037,0.0013321,0.024298,-115.78,3.5761,16.662,-0.0055913,0.019805,0,2,7,-0.84661,3.6435,0,,0.1576,0.83562,0.9175,0
87,0.087,0.014384,0.011218,-0.0085546,422.05,30.117,360.47,-0.0043363,0.019704,0,2,7,1.9051,4.3829,0,,0.21013,0.8375,0.97,0
88,0.088,-0.0086925,0.0099373,0.0084664,-38.21,26.677,7.8546,-0.0056888,0.020542,0,2,7,1.4868,6.762,0,,0,0.83,0.76,0
88,0.088,-0.014851,-0.0032275,0.023112,503.48,-8.6645,605.4,-0.0059849,0.021166,0,2,7,0.90759,6.4648,0,,0.052533,0.83187,0.8125,0
88,0.088,-0.001684,-0.0039067,0.014112,812.9,-10.488,855.31,-0.0063793,0.022275,0,2,7,0.5523,3.8555,0,,0.10507,0.83375,0.865,0
88,0.088,-0.014747,-0.0059819,0.019257,257.03,-16.059,348.32,-0.0067884,0.022906,0,2,7,-1.1559,3.4097,0,,0.1576,0.83562,0.9175,0
88,0.088,0.015861,0.010634,-0.011592,323.39,28.548,249.69,-0.0047128,0.023533,0,2,7,2.6036,3.4572,0,,0.21013,0.8375,0.97,0
89,0.089,-0.0025314,-0.0030049,0.0069477,283.68,-8.0669,309.12,-0.0065134,0.026856,0,2,7,0.87561,6.7428,0,,0,0.83,0.76,0
89,0.089,-0.0065435,0.010425,0.0077946,64.721,27.987,103.21,-0.0072405,0.027933,0,2,7,0.88434,6.4764,0,,0.052533,0.83187,0.8125,0
89,0.089,-0.0083972,0.0083431,0.011824,202.82,22.398,257.1,-0.007276,0.028085,0,2,7,0.95226,8.5173,0,,0.10507,0.83375,0.865,0
89,0.089,0.00040723,0.01625,-0.0018162,-91.577,43.624,-97.546,-0.0072672,0.028508,0,2,7,-0.61955,6.3778,0,,0.1576,0.83562,0.9175,0
89,0.089,0.0065331,0.031768,-0.0031922,237.27,85.283,211.17,-0.0050904,0.028483,0,2,7,2.075,4.1945,0,,0.21013,0.8375,0.97,0
90,0.09,0.0016032,-0.0064686,-0.0029184,-82.2,-17.365,-94.338,-0.007736,0.032803,0,2,7,2.6027,4.4539,0,,0,0.83,0.76,0
90,0.09,-0.0079437,-0.00074232,0.0090267,49.909,-1.9928,95.467,-0.00801,0.033289,0,2,7,3.8861,5.3319,0,,0.052533,0.83187,0.8125,0
90,0.09,-0.015716,-0.0013061,0.017059,46.179,-3.5063,134.17,-0.0087674,0.033783,0,2,7,2.4055,4.3499,0,,0.10507,0.83375,0.865,0
90,0.09,0.0069999,0.010714,-0.00091072,419.29,28.763,398.05,-0.0074357,0.034379,0,2,7,0.64774,7.1615,0,,0.1576,0.83562,0.9175,0
90,0.09,0.016389,0.031739,-0.021622,-300.14,85.206,-402.18,-0.0071055,0.034111,0,2,7,0.94362,7.9758,0,,0.21013,0.8375,0.97,0
91,0.091,-0.010026,0.01102,0.0019802,-556.13,29.585,-523.9,-0.008761,0.039668,0,2,7,2.7467,7.808,0,,0,0.83,0.76,0
91,0.091,-0.0010381,0.011204,-0.0039273,-329.37,30.078,-337.12,-0.0096214,0.039929,0,2,7,4.1609,6.5548,0,,0.052533,0.83187,0.8125,0
91,0.091,-0.006937,0.0054934,0.0078576,41.929,14.747,81.646,-0.0093901,0.040097,0,2,7,4.1101,6.5915,0,,0.10507,0.83375,0.865,0
91,0.091,-0.0021643,0.0075239,0.0046221,155.84,20.198,174.06,-0.0099025,0.040476,0,2,7,0.81496,6.7171,0,,0.1576,0.83562,0.9175,0
91,0.091,-0.006202,0.0063536,-0.00053959,-460.05,17.057,-444.85,-0.0092309,0.040777,0,2,7,2.6279,8.8605,0,,0.21013,0.8375,0.97,0
92,0.092,-0.021132,0.013705,0.0091809,-842.75,36.792,-761.37,-0.0099372,0.04724,0,2,7,1.4304,8.7452,0,,0,0.83,0.76,0
92,0.092,-0.0077199,0.0060614,2.7655e-06,-528.29,16.272,-507.56,-0.010257,0.047481,0,2,7,3.4277,6.7692,0,,0.052533,0.83187,0.8125,0
92,0.092,-0.0053824,0.01465,0.0033864,-145.73,39.33,-122.19,-0.011362,0.047825,0,2,7,1.371,6.5951,0,,0.10507,0.83375,0.865,0
92,0.092,-0.0040654,0.0088371,0.00091702,-217.99,23.724,-204.61,-0.011889,0.048108,0,2,7,-1.4662,6.0392,0,,0.1576,0.83562,0.9175,0
92,0.092,0.0066399,0.0094801,-0.01526,-549.12,25.45,-607.91,-0.011471,0.047664,0,2,7,-0.55277,6.438,0,,0.21013,0.8375,0.97,0
